pba_code,pba_label,cendiv,cendiv_label,pubclim,pubclim_label,sqft,floor_count,year_built_category,operating_hours,occupancy_pct,site_eui,weight
12,Religious worship,7,West South Central,4,Warm,3100,1,7,4,,11.101,2990.63
14,Education,3,East North Central,3,Mixed mild,108000,3,8,90,,196.2467,43.95
7,Public order and safety,9,Pacific,4,Warm,225000,18,5,168,,89.1621,1.73
13,Public assembly,7,West South Central,4,Warm,4000,1,4,40,,5.8352,2990.63
2,Office,5,South Atlantic,4,Warm,3050,1,6,55,80.0,63.2931,2990.63
5,Nonrefrigerated warehouse,7,West South Central,4,Warm,240000,1,9,50,,27.984,4.35
25,Retail other than mall,7,West South Central,5,Hot or very hot,41000,2,5,80,,28.0361,244.16
26,Service,4,West North Central,2,Cool,52000,1,8,48,,43.0475,1030.4
18,Lodging,4,West North Central,3,Mixed mild,22000,2,7,168,,26.8153,1421.48
5,Nonrefrigerated warehouse,6,East South Central,4,Warm,3000,1,2,40,,17.5993,2990.63
2,Office,5,South Atlantic,3,Mixed mild,2100,1,7,65,100.0,86.6467,2990.63
2,Office,2,Middle Atlantic,7,Withheld for confidentiality,1500000,5,5,50,100.0,56.7752,14.9
14,Education,8,Mountain,7,Withheld for confidentiality,500000,6,4,126,,73.4231,8.57
2,Office,4,West North Central,1,Cold or very cold,184000,8,4,84,88.0,60.0391,14.9
26,Service,8,Mountain,2,Cool,8000,1,7,40,,88.0204,2990.63
5,Nonrefrigerated warehouse,9,Pacific,3,Mixed mild,128000,2,8,70,,16.0757,70.08
12,Religious worship,5,South Atlantic,3,Mixed mild,17500,2,2,22,,22.5155,2990.63
8,Outpatient health care,3,East North Central,2,Cool,186000,6,7,64,90.0,45.1116,52.84
2,Office,8,Mountain,1,Cold or very cold,1900,1,2,44,100.0,44.9884,1380.94
2,Office,2,Middle Atlantic,3,Mixed mild,310000,8,8,168,100.0,78.2217,58.26
2,Office,9,Pacific,4,Warm,2000,1,7,42,100.0,19.8745,3075.23
17,Nursing,3,East North Central,1,Cold or very cold,65000,3,7,168,,40.9428,22.49
2,Office,8,Mountain,5,Hot or very hot,172000,3,6,60,75.0,25.7375,115.51
12,Religious worship,2,Middle Atlantic,2,Cool,2100,2,5,15,,44.9948,2990.63
18,Lodging,7,West South Central,7,Withheld for confidentiality,48000,3,8,168,,30.7246,502.9
25,Retail other than mall,6,East South Central,4,Warm,200000,1,7,168,,86.6098,52.07
2,Office,8,Mountain,2,Cool,116000,8,5,15,65.0,25.5419,8.76
14,Education,3,East North Central,2,Cool,220000,2,6,40,,51.5165,12.34
7,Public order and safety,9,Pacific,5,Hot or very hot,4900,1,4,168,,27.5524,4384.99
26,Service,4,West North Central,2,Cool,7900,1,5,40,,25.4913,8544.65
14,Education,4,West North Central,1,Cold or very cold,235000,2,8,70,,32.1592,22.22
2,Office,9,Pacific,4,Warm,168000,5,8,60,75.0,40.0365,15.06
2,Office,7,West South Central,5,Hot or very hot,410000,18,4,55,65.0,41.3002,14.9
17,Nursing,2,Middle Atlantic,3,Mixed mild,188000,6,7,168,,170.2348,8.76
25,Retail other than mall,7,West South Central,5,Hot or very hot,250000,1,6,84,,62.4036,125.04
2,Office,4,West North Central,1,Cold or very cold,2000,1,9,45,100.0,47.6095,2990.63
2,Office,5,South Atlantic,4,Warm,5600,2,5,48,100.0,50.7216,2990.63
24,Enclosed mall,9,Pacific,7,Withheld for confidentiality,1000000,2,7,66,100.0,18.2812,9.16
16,Inpatient health care,5,South Atlantic,7,Withheld for confidentiality,425000,7,4,168,,203.0563,8.92
14,Education,2,Middle Atlantic,7,Withheld for confidentiality,1500000,18,5,105,,127.9388,6.63
8,Outpatient health care,2,Middle Atlantic,2,Cool,85000,3,8,80,90.0,90.7418,52.3
2,Office,2,Middle Atlantic,2,Cool,58000,5,2,38,80.0,39.8173,516.48
5,Nonrefrigerated warehouse,3,East North Central,2,Cool,64000,3,5,50,,17.6919,1011.03
7,Public order and safety,9,Pacific,7,Withheld for confidentiality,270000,8,6,50,,41.3418,6.59
5,Nonrefrigerated warehouse,3,East North Central,2,Cool,350000,1,7,100,,31.234,66.72
15,Food service,7,West South Central,4,Warm,8400,1,8,84,,203.7893,2990.63
2,Office,4,West North Central,2,Cool,80000,2,7,25,58.0,74.5602,14.9
25,Retail other than mall,4,West North Central,1,Cold or very cold,65000,1,9,90,,40.8243,245.01
2,Office,9,Pacific,4,Warm,1200,1,6,40,75.0,35.0042,3075.23
91,Other,7,West South Central,3,Mixed mild,7200,1,8,0,,43.1786,690.18
2,Office,5,South Atlantic,5,Hot or very hot,2400,1,7,45,100.0,17.0217,2990.63
7,Public order and safety,7,West South Central,4,Warm,500000,3,8,168,,107.2343,78.99
12,Religious worship,5,South Atlantic,4,Warm,50000,4,3,60,,48.1741,589.53
8,Outpatient health care,7,West South Central,5,Hot or very hot,4000,2,2,40,100.0,49.1932,1195.14
5,Nonrefrigerated warehouse,4,West North Central,2,Cool,6500,2,9,50,,26.0158,2934.43
5,Nonrefrigerated warehouse,5,South Atlantic,4,Warm,4000,1,2,3,,15.126,2800.45
13,Public assembly,1,New England,2,Cool,106000,1,8,107,,103.9448,14.73
2,Office,5,South Atlantic,3,Mixed mild,350000,12,8,74,100.0,73.6465,15.5
14,Education,4,West North Central,1,Cold or very cold,90000,2,3,50,,33.1444,170.14
26,Service,3,East North Central,2,Cool,10500,3,3,40,,51.25,1461.43
2,Office,7,West South Central,5,Hot or very hot,12500,2,7,50,100.0,19.0906,31.35
5,Nonrefrigerated warehouse,7,West South Central,5,Hot or very hot,250000,2,7,45,,7.2068,31.35
18,Lodging,7,West South Central,7,Withheld for confidentiality,180000,3,6,168,,67.2983,99.04
16,Inpatient health care,9,Pacific,7,Withheld for confidentiality,250000,3,7,168,,200.4521,11.56
2,Office,5,South Atlantic,4,Warm,24000,2,8,45,100.0,64.696,1413.09
2,Office,6,East South Central,4,Warm,110000,5,8,75,50.0,126.8807,137.69
13,Public assembly,3,East North Central,2,Cool,9000,1,2,25,,55.2159,1420.0
16,Inpatient health care,8,Mountain,7,Withheld for confidentiality,2100000,12,8,168,,108.4281,8.78
17,Nursing,1,New England,2,Cool,53000,3,2,168,,67.511,134.42
5,Nonrefrigerated warehouse,3,East North Central,2,Cool,93000,1,7,10,,31.2978,66.72
2,Office,5,South Atlantic,4,Warm,500001,18,4,50,95.0,75.609,5.52
8,Outpatient health care,5,South Atlantic,4,Warm,3000,2,4,40,100.0,33.251,1218.03
2,Office,1,New England,2,Cool,4500,3,6,45,100.0,68.4082,2934.43
2,Office,3,East North Central,2,Cool,800000,18,6,67,85.0,51.9598,15.06
2,Office,7,West South Central,5,Hot or very hot,15750,2,8,40,70.0,69.2877,1421.48
12,Religious worship,7,West South Central,5,Hot or very hot,16000,1,8,16,,13.0169,1489.41
2,Office,3,East North Central,2,Cool,4000,2,8,40,50.0,88.09,1265.79
7,Public order and safety,7,West South Central,3,Mixed mild,51000,1,7,168,,100.172,495.15
18,Lodging,9,Pacific,3,Mixed mild,345000,12,4,168,,52.8085,15.08
25,Retail other than mall,9,Pacific,5,Hot or very hot,126000,1,7,126,,70.9926,125.92
5,Nonrefrigerated warehouse,7,West South Central,5,Hot or very hot,154000,1,7,50,,1.5022,125.04
15,Food service,3,East North Central,2,Cool,2950,2,2,54,,119.8922,4210.19
5,Nonrefrigerated warehouse,5,South Atlantic,7,Withheld for confidentiality,1700000,1,8,168,,24.5558,32.47
2,Office,2,Middle Atlantic,2,Cool,800000,3,2,40,50.0,58.9596,14.9
2,Office,5,South Atlantic,3,Mixed mild,80000,8,6,40,50.0,60.8488,292.55
15,Food service,5,South Atlantic,4,Warm,7000,1,8,60,,174.4,1118.9
2,Office,5,South Atlantic,7,Withheld for confidentiality,1700000,5,3,60,63.0,59.1056,11.57
26,Service,5,South Atlantic,4,Warm,1200,1,8,45,,6.5133,3320.27
18,Lodging,7,West South Central,7,Withheld for confidentiality,146000,12,6,168,,143.6163,9.01
18,Lodging,6,East South Central,7,Withheld for confidentiality,1700000,18,7,168,,50.2244,15.65
91,Other,2,Middle Atlantic,2,Cool,160000,9,2,168,,130.136,8.76
2,Office,7,West South Central,3,Mixed mild,270000,12,8,11,95.0,40.9462,14.9
25,Retail other than mall,9,Pacific,2,Cool,210000,1,7,168,,97.833,14.7
25,Retail other than mall,4,West North Central,2,Cool,205000,1,8,168,,123.0128,62.92
6,Food sales,5,South Atlantic,3,Mixed mild,6200,1,8,168,,336.0373,1218.03
14,Education,2,Middle Atlantic,3,Mixed mild,180000,2,7,65,,51.2568,8.84
5,Nonrefrigerated warehouse,6,East South Central,4,Warm,245000,1,6,72,,20.9338,27.17
13,Public assembly,3,East North Central,2,Cool,265000,3,8,168,,146.3924,49.37
5,Nonrefrigerated warehouse,3,East North Central,2,Cool,1200,1,3,25,,60.1167,11224.38
2,Office,9,Pacific,4,Warm,240000,7,6,50,85.0,39.6636,15.06
12,Religious worship,4,West North Central,2,Cool,50000,2,8,80,,39.6129,623.52
5,Nonrefrigerated warehouse,2,Middle Atlantic,3,Mixed mild,75000,4,9,112,,28.5126,637.32
14,Education,8,Mountain,2,Cool,69000,1,9,50,,50.2241,383.99
17,Nursing,4,West North Central,3,Mixed mild,40000,1,4,168,,26.3673,15.52
8,Outpatient health care,8,Mountain,2,Cool,98000,7,6,23,84.0,35.3126,137.69
13,Public assembly,9,Pacific,2,Cool,100000,5,5,104,,149.8822,286.39
12,Religious worship,2,Middle Atlantic,2,Cool,20250,1,5,9,,43.1054,1489.41
2,Office,6,East South Central,4,Warm,40500,3,5,40,100.0,113.5434,14.67
18,Lodging,5,South Atlantic,4,Warm,12000,2,6,168,,96.2201,1214.38
91,Other,6,East South Central,3,Mixed mild,1550,1,5,168,,85.7232,2990.63
12,Religious worship,6,East South Central,4,Warm,2000,1,3,2,,25.4785,2990.63
5,Nonrefrigerated warehouse,9,Pacific,4,Warm,90000,1,6,60,,35.4744,249.3
5,Nonrefrigerated warehouse,5,South Atlantic,5,Hot or very hot,360000,2,7,168,,23.2706,14.9
2,Office,5,South Atlantic,4,Warm,1400,1,7,40,50.0,30.0014,2990.63
25,Retail other than mall,3,East North Central,2,Cool,9600,2,3,83,,67.7395,678.39
13,Public assembly,4,West North Central,1,Cold or very cold,98000,8,3,40,,136.6726,14.9
2,Office,2,Middle Atlantic,2,Cool,280000,12,4,42,100.0,91.0223,137.69
2,Office,5,South Atlantic,4,Warm,2000,1,2,40,100.0,61.069,2990.63
5,Nonrefrigerated warehouse,9,Pacific,4,Warm,100000,1,5,75,,1.7884,125.92
6,Food sales,3,East North Central,2,Cool,1400,1,4,126,,372.4464,9754.84
2,Office,3,East North Central,2,Cool,55000,1,7,60,100.0,98.8235,118.55
2,Office,7,West South Central,4,Warm,5700,1,6,40,100.0,72.2474,2990.63
12,Religious worship,3,East North Central,2,Cool,34500,2,8,80,,54.2331,338.72
15,Food service,9,Pacific,4,Warm,3100,1,2,105,,235.7626,1265.79
13,Public assembly,2,Middle Atlantic,3,Mixed mild,82000,4,8,102,,77.3343,345.93
16,Inpatient health care,5,South Atlantic,7,Withheld for confidentiality,35000,1,8,168,,141.0398,460.21
12,Religious worship,9,Pacific,4,Warm,22000,1,3,14,,35.131,3075.23
14,Education,3,East North Central,2,Cool,700000,4,8,112,,71.8502,51.34
2,Office,2,Middle Atlantic,3,Mixed mild,500000,18,2,168,100.0,125.3849,14.9
14,Education,5,South Atlantic,5,Hot or very hot,200001,1,5,40,,56.708,8.84
2,Office,7,West South Central,5,Hot or very hot,33000,3,5,40,100.0,103.6477,621.37
15,Food service,9,Pacific,3,Mixed mild,24250,2,9,98,,345.9747,451.56
14,Education,5,South Atlantic,3,Mixed mild,79000,1,4,72,,133.7275,288.37
18,Lodging,5,South Atlantic,7,Withheld for confidentiality,600000,18,7,168,,27.6487,11.69
2,Office,4,West North Central,2,Cool,41500,2,5,40,50.0,43.2418,621.37
16,Inpatient health care,3,East North Central,7,Withheld for confidentiality,1800000,9,8,168,,167.5386,9.01
26,Service,8,Mountain,5,Hot or very hot,2800,1,4,45,,146.8893,2934.43
24,Enclosed mall,8,Mountain,7,Withheld for confidentiality,240000,2,5,84,100.0,54.9959,14.9
14,Education,8,Mountain,2,Cool,100000,1,7,45,,40.6195,99.38
6,Food sales,7,West South Central,5,Hot or very hot,2000,1,6,168,,308.9665,2990.63
6,Food sales,4,West North Central,1,Cold or very cold,24500,1,8,48,,476.9258,2990.63
5,Nonrefrigerated warehouse,2,Middle Atlantic,3,Mixed mild,260000,1,7,50,,12.4707,31.35
14,Education,4,West North Central,1,Cold or very cold,380000,3,8,106,,74.3881,51.3
18,Lodging,4,West North Central,7,Withheld for confidentiality,4300,3,6,168,,112.6363,2089.92
4,Laboratory,5,South Atlantic,3,Mixed mild,210000,8,7,168,,234.801,52.53
5,Nonrefrigerated warehouse,1,New England,2,Cool,170000,1,8,90,,47.2914,27.28
13,Public assembly,4,West North Central,3,Mixed mild,28500,3,7,90,,154.3154,329.67
13,Public assembly,8,Mountain,2,Cool,39000,1,5,73,,41.916,1489.41
2,Office,2,Middle Atlantic,2,Cool,53000,8,2,45,100.0,89.3046,14.9
2,Office,9,Pacific,4,Warm,315000,12,8,54,83.0,35.2846,15.06
5,Nonrefrigerated warehouse,1,New England,3,Mixed mild,118000,1,8,50,,27.0797,68.56
16,Inpatient health care,4,West North Central,7,Withheld for confidentiality,192000,2,8,168,,178.9457,18.75
18,Lodging,2,Middle Atlantic,7,Withheld for confidentiality,200000,5,6,168,,116.9726,8.84
26,Service,4,West North Central,2,Cool,2400,1,8,168,,12.1317,2990.63
17,Nursing,4,West North Central,3,Mixed mild,400000,4,8,168,,101.9123,44.64
5,Nonrefrigerated warehouse,7,West South Central,5,Hot or very hot,4500,1,3,55,,3.9767,1489.41
26,Service,5,South Atlantic,3,Mixed mild,3500,1,3,168,,135.2157,2990.63
14,Education,8,Mountain,5,Hot or very hot,77000,2,6,45,,15.7336,324.59
13,Public assembly,3,East North Central,2,Cool,4250,3,2,40,,69.3671,1472.45
2,Office,7,West South Central,3,Mixed mild,25001,1,7,45,96.0,51.9611,591.56
2,Office,3,East North Central,3,Mixed mild,1600,1,4,36,80.0,91.7781,2934.43
5,Nonrefrigerated warehouse,2,Middle Atlantic,7,Withheld for confidentiality,1500000,1,9,168,,31.2329,69.6
5,Nonrefrigerated warehouse,4,West North Central,2,Cool,1600,1,6,50,,6.705,3780.32
4,Laboratory,1,New England,1,Cold or very cold,186000,4,5,168,,217.1891,50.29
2,Office,4,West North Central,3,Mixed mild,60000,3,8,50,60.0,28.029,589.53
5,Nonrefrigerated warehouse,6,East South Central,4,Warm,265000,2,5,168,,36.6495,27.17
2,Office,7,West South Central,5,Hot or very hot,146000,5,3,60,90.0,69.2211,63.71
5,Nonrefrigerated warehouse,5,South Atlantic,4,Warm,70000,2,5,40,,30.0743,32.47
14,Education,7,West South Central,3,Mixed mild,66000,1,8,65,,131.0773,330.8
5,Nonrefrigerated warehouse,8,Mountain,2,Cool,5000,2,3,40,,22.9966,1779.2
18,Lodging,6,East South Central,4,Warm,36000,2,8,168,,57.7032,495.15
18,Lodging,9,Pacific,7,Withheld for confidentiality,500001,9,7,168,,56.1755,9.11
18,Lodging,3,East North Central,7,Withheld for confidentiality,73000,4,8,168,,143.8736,10.55
26,Service,7,West South Central,5,Hot or very hot,160000,1,5,45,,7.0291,247.57
14,Education,9,Pacific,3,Mixed mild,8800,1,4,40,,18.9844,1399.59
5,Nonrefrigerated warehouse,3,East North Central,3,Mixed mild,350000,2,8,12,,50.6211,43.03
2,Office,2,Middle Atlantic,3,Mixed mild,10500,3,6,60,100.0,68.9583,14.9
5,Nonrefrigerated warehouse,9,Pacific,5,Hot or very hot,40500,1,8,60,,7.6828,227.11
14,Education,3,East North Central,2,Cool,485000,4,5,107,,109.3681,100.08
2,Office,2,Middle Atlantic,3,Mixed mild,22000,2,8,60,75.0,37.7633,1421.48
16,Inpatient health care,9,Pacific,7,Withheld for confidentiality,800000,7,8,168,,218.6682,10.92
18,Lodging,7,West South Central,4,Warm,38000,2,4,168,,112.2333,1421.48
2,Office,2,Middle Atlantic,2,Cool,8900,1,8,45,100.0,74.6227,9.81
26,Service,7,West South Central,5,Hot or very hot,20000,2,2,45,,45.4118,1489.41
18,Lodging,9,Pacific,7,Withheld for confidentiality,4500,2,9,168,,100.0584,4384.99
25,Retail other than mall,8,Mountain,5,Hot or very hot,205000,1,8,126,,103.6177,14.67
25,Retail other than mall,5,South Atlantic,5,Hot or very hot,200000,1,8,168,,130.0422,14.9
2,Office,7,West South Central,4,Warm,33500,3,5,45,25.0,26.9253,589.53
23,Strip shopping center,9,Pacific,4,Warm,34000,1,6,55,64.0,110.9443,406.08
26,Service,8,Mountain,4,Warm,4000,1,3,40,,14.7702,451.66
18,Lodging,9,Pacific,7,Withheld for confidentiality,120000,18,5,168,,115.1701,9.11
17,Nursing,4,West North Central,2,Cool,12000,1,5,168,,211.3246,460.21
8,Outpatient health care,4,West North Central,1,Cold or very cold,134000,4,9,60,90.0,100.7501,53.61
13,Public assembly,7,West South Central,5,Hot or very hot,220000,6,9,58,,24.738,58.26
18,Lodging,6,East South Central,4,Warm,15000,3,2,168,,68.0991,1399.59
15,Food service,9,Pacific,3,Mixed mild,2800,2,3,21,,370.0639,1265.79
2,Office,5,South Atlantic,3,Mixed mild,800000,12,8,64,68.0,33.0247,58.26
14,Education,4,West North Central,2,Cool,410000,2,7,85,,66.2623,9.18
5,Nonrefrigerated warehouse,5,South Atlantic,3,Mixed mild,600000,2,3,96,,11.1529,32.47
5,Nonrefrigerated warehouse,4,West North Central,2,Cool,14000,1,8,50,,15.116,1489.41
12,Religious worship,3,East North Central,3,Mixed mild,250000,2,2,168,,36.0062,19.68
2,Office,4,West North Central,2,Cool,6500,2,6,50,50.0,44.0908,2990.63
14,Education,3,East North Central,2,Cool,150000,3,2,60,,58.6874,100.08
12,Religious worship,5,South Atlantic,4,Warm,22000,2,6,40,,11.692,1408.23
25,Retail other than mall,3,East North Central,2,Cool,122000,1,7,133,,129.7785,125.92
5,Nonrefrigerated warehouse,5,South Atlantic,4,Warm,80000,1,5,50,,2.5275,213.58
25,Retail other than mall,6,East South Central,4,Warm,25000,1,8,69,,87.0146,591.56
18,Lodging,1,New England,7,Withheld for confidentiality,240000,18,7,168,,109.5428,8.91
13,Public assembly,8,Mountain,1,Cold or very cold,40000,1,9,80,,263.6816,605.33
12,Religious worship,2,Middle Atlantic,3,Mixed mild,7000,4,4,16,,34.787,2934.43
15,Food service,7,West South Central,5,Hot or very hot,7200,4,2,14,,230.5344,687.8
5,Nonrefrigerated warehouse,3,East North Central,2,Cool,12000,1,8,50,,6.7573,1531.55
5,Nonrefrigerated warehouse,5,South Atlantic,4,Warm,260000,2,7,45,,2.954,32.47
16,Inpatient health care,4,West North Central,7,Withheld for confidentiality,112000,3,8,168,,175.0086,66.02
5,Nonrefrigerated warehouse,5,South Atlantic,5,Hot or very hot,1600,1,8,40,,48.4925,1218.03
13,Public assembly,9,Pacific,4,Warm,73000,4,3,106,,71.9639,15.06
12,Religious worship,2,Middle Atlantic,3,Mixed mild,11000,2,3,20,,35.8524,2934.43
23,Strip shopping center,5,South Atlantic,4,Warm,75000,1,9,75,58.0,71.4763,395.28
26,Service,4,West North Central,2,Cool,8000,1,9,12,,6.4412,1779.2
26,Service,7,West South Central,5,Hot or very hot,2400,2,5,38,,16.4312,2990.63
25,Retail other than mall,9,Pacific,2,Cool,10000,3,8,80,,197.9863,717.24
5,Nonrefrigerated warehouse,2,Middle Atlantic,3,Mixed mild,50000,1,6,60,,50.2357,224.76
2,Office,5,South Atlantic,3,Mixed mild,325000,18,5,68,100.0,55.8143,14.9
5,Nonrefrigerated warehouse,7,West South Central,5,Hot or very hot,65000,1,8,50,,20.8873,245.01
5,Nonrefrigerated warehouse,9,Pacific,4,Warm,24000,1,8,119,,1.6865,1899.96
14,Education,8,Mountain,7,Withheld for confidentiality,66000,1,6,40,,99.0383,97.52
12,Religious worship,5,South Atlantic,4,Warm,100000,3,7,45,,40.2326,591.56
5,Nonrefrigerated warehouse,8,Mountain,2,Cool,700000,1,4,60,,38.7506,4.5
14,Education,9,Pacific,4,Warm,54000,2,2,55,,34.3552,386.68
23,Strip shopping center,9,Pacific,4,Warm,3250,1,5,31,100.0,61.9197,1930.83
2,Office,3,East North Central,2,Cool,500000,18,2,45,80.0,49.0812,43.03
18,Lodging,5,South Atlantic,7,Withheld for confidentiality,68000,3,8,168,,37.9623,303.46
8,Outpatient health care,6,East South Central,4,Warm,24000,3,7,63,90.0,26.1127,451.56
2,Office,5,South Atlantic,5,Hot or very hot,54000,2,7,168,100.0,103.4518,297.13
8,Outpatient health care,7,West South Central,3,Mixed mild,3500,1,5,36,100.0,65.8789,687.8
5,Nonrefrigerated warehouse,2,Middle Atlantic,3,Mixed mild,112000,2,3,40,,36.108,247.57
5,Nonrefrigerated warehouse,1,New England,2,Cool,65000,2,6,70,,60.6453,27.28
5,Nonrefrigerated warehouse,2,Middle Atlantic,3,Mixed mild,20000,1,2,50,,23.2943,589.53
17,Nursing,3,East North Central,2,Cool,67000,3,8,168,,156.2106,306.64
8,Outpatient health care,1,New England,2,Cool,162000,7,7,40,100.0,33.9001,69.38
2,Office,9,Pacific,4,Warm,430000,18,7,55,100.0,41.1979,15.06
14,Education,2,Middle Atlantic,2,Cool,17250,2,6,32,,34.4274,1484.29
2,Office,5,South Atlantic,3,Mixed mild,3000,1,8,42,100.0,37.742,2990.63
7,Public order and safety,6,East South Central,3,Mixed mild,4800,1,9,5,,75.2827,2089.32
2,Office,3,East North Central,2,Cool,36500,1,7,25,50.0,64.0458,227.11
2,Office,2,Middle Atlantic,3,Mixed mild,500000,6,7,40,65.0,38.1598,58.26
16,Inpatient health care,3,East North Central,7,Withheld for confidentiality,122000,2,8,168,,252.4603,77.1
13,Public assembly,8,Mountain,2,Cool,2300,1,6,7,,68.3004,1380.94
2,Office,3,East North Central,2,Cool,500001,18,6,72,42.0,61.1704,43.03
26,Service,6,East South Central,4,Warm,3000,1,8,40,,73.4497,2990.63
7,Public order and safety,3,East North Central,7,Withheld for confidentiality,50000,5,2,42,,90.2786,332.94
5,Nonrefrigerated warehouse,2,Middle Atlantic,3,Mixed mild,325000,2,6,48,,20.4868,48.85
5,Nonrefrigerated warehouse,5,South Atlantic,4,Warm,4800,2,6,45,,49.951,3320.27
6,Food sales,3,East North Central,1,Cold or very cold,1400,1,6,100,,260.3586,3075.23
2,Office,4,West North Central,3,Mixed mild,5700,3,8,50,100.0,37.5753,2934.43
